h3_9,rec_win_start,rec_peak_hour,window_capture,rec_window,dom_location
8960145b3c7ffff,7,8,0.79,07:00–09:00,"GP Rajarathnam Road, Gitanjali Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
8960145b3cfffff,7,11,0.429,07:00–09:00,"Canara Union Road, Panduram Ashram CHS, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
8960145b3d3ffff,10,10,0.403,10:00–12:00,"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
8960145b3d7ffff,12,12,0.591,12:00–14:00,"Canara Union Road, Chitrapur Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b3dbffff,7,8,0.495,07:00–09:00,"18th Cross Road, Sarangapani, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
8960145b403ffff,10,10,0.378,10:00–12:00,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b407ffff,7,8,0.476,07:00–09:00,"D Devaraj Urs Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b40bffff,10,11,0.65,10:00–12:00,"Cubbon Road, Ali Askar Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b40fffff,7,7,0.47,07:00–09:00,"D Devaraj Urs Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b413ffff,8,8,0.667,08:00–10:00,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b417ffff,9,10,0.438,09:00–11:00,"Dr Ambedkar Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b41bffff,10,11,0.484,10:00–12:00,"Dr Ambedkar Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b423ffff,8,8,0.453,08:00–10:00,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b427ffff,8,9,0.44,08:00–10:00,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b42bffff,7,8,1.0,07:00–09:00,"Unnamed Road, Race Course Area, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b42fffff,8,8,0.406,08:00–10:00,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b433ffff,7,7,0.389,07:00–09:00,"Palace Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b437ffff,8,9,0.537,08:00–10:00,"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b43bffff,10,11,0.41,10:00–12:00,"Palace Road, Gandhi Nagar 1, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b443ffff,6,7,0.66,06:00–08:00,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b447ffff,7,8,0.6,07:00–09:00,"Cunningham Cross Road, Krishna Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b44bffff,9,9,0.818,09:00–11:00,"Millers Tank Bund Road, RBI Officers Quarters, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b44fffff,8,8,0.496,08:00–10:00,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b453ffff,8,8,0.558,08:00–10:00,"Infantry Road, Queens Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b457ffff,8,9,0.438,08:00–10:00,"Vidhan Vidhi Road, Prestige Minsk Square, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b45bffff,8,9,0.35,08:00–10:00,"Jasma Devi Bhavan Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
8960145b467ffff,10,10,0.8,10:00–12:00,"Dr MH Ambarish Road, Trilite Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b46bffff,4,5,0.667,04:00–06:00,"Cunningham Road, Embassy Zenith, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b46fffff,11,8,0.44,11:00–13:00,"Crescent Road, Sri Katan Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b473ffff,7,10,0.376,07:00–09:00,"Palace Road, Chalukya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b477ffff,4,10,0.393,04:00–06:00,"Dr MH Ambarish Road, Khanija Bhawan, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b47bffff,7,8,0.498,07:00–09:00,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b483ffff,8,9,0.513,08:00–10:00,"Kasturba Road, Siddalingaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b487ffff,9,6,0.347,09:00–11:00,"Kasturba Road, Siddalingaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b48bffff,3,3,0.353,03:00–05:00,"Kasturba Road, Prestige Kingfisher Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b493ffff,7,8,0.68,07:00–09:00,"Sri ML Subbaraju Road, Dsouza Layout, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b497ffff,7,7,0.428,07:00–09:00,"Raja Ram Mohan Roy Road, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)"
8960145b49bffff,10,11,0.408,10:00–12:00,"Walton Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b4a3ffff,8,8,0.657,08:00–10:00,"Nrupatunga Road, Cubbonpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
8960145b4a7ffff,10,10,0.681,10:00–12:00,"Banappa Park Road, Cubbonpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
8960145b4abffff,7,8,1.0,07:00–09:00,"Nrupatunga Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b4afffff,8,11,0.444,08:00–10:00,"Dr Ambedkar Road, Cauvery Bhavan, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b4b3ffff,9,10,0.475,09:00–11:00,"Kasturba Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
8960145b4b7ffff,7,8,0.542,07:00–09:00,"District Office Road, Cubbonpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
8960145b4c3ffff,10,8,0.343,10:00–12:00,"Cubbon Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b4c7ffff,0,1,1.0,00:00–02:00,"Tree 2189, King's Road, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
8960145b4cbffff,8,8,0.535,08:00–10:00,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b4cfffff,10,10,0.419,10:00–12:00,"Cubbon Road, Coffee Board Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b4d3ffff,8,8,0.34,08:00–10:00,"Sri ML Subbaraju Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b4d7ffff,6,9,0.35,06:00–08:00,"Sri ML Subbaraju Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b4dbffff,8,8,0.318,08:00–10:00,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b503ffff,9,10,0.26,09:00–11:00,"Dr TCM Royan Road, Subhash Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b507ffff,11,11,0.775,11:00–13:00,"Binny Mill Main Road, SBI Flats Binnyston Gardens, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b50bffff,9,10,0.328,09:00–11:00,"Rao Bahadur DGT Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b50fffff,10,10,0.549,10:00–12:00,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b513ffff,9,7,0.369,09:00–11:00,"Bhashyam Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b517ffff,8,9,0.305,08:00–10:00,"Dr TCM Royan Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b51bffff,7,8,0.936,07:00–09:00,"1st Cross Road, Sowrashtrapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b527ffff,0,1,1.0,00:00–02:00,"1st Main Road, New Binny Layout, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b52bffff,10,10,0.424,10:00–12:00,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b52fffff,15,16,1.0,15:00–17:00,"10th Main Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b537ffff,11,11,0.429,11:00–13:00,"1st Main Road, New Binny Layout, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b543ffff,9,9,0.344,09:00–11:00,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b547ffff,7,8,0.374,07:00–09:00,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b54bffff,9,9,0.398,09:00–11:00,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b54fffff,0,0,0.336,00:00–02:00,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b553ffff,8,9,0.425,08:00–10:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b557ffff,8,8,0.482,08:00–10:00,"Major T Ramachandrappa Road, Subash Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b55bffff,8,9,0.42,08:00–10:00,"Vajreshwari Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b563ffff,10,11,0.757,10:00–12:00,"Magadi Road, Sobha Rajvilas, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b567ffff,8,9,0.748,08:00–10:00,"1st Cross Road, Gopalapuram, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b56bffff,11,11,0.667,11:00–13:00,"Magadi Road, Sobha Indraprastha, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b56fffff,11,11,0.596,11:00–13:00,"Old Mysore Road, Block 4N, Ramachandrapuram, Bengaluru, Karnataka. Pin-560021 (India)"
8960145b577ffff,9,10,0.446,09:00–11:00,"1st Cross Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b583ffff,7,7,0.301,07:00–09:00,"Mysore Road, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b587ffff,6,7,0.524,06:00–08:00,"Sultan Road, Rev Fr Briand Square, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145b58bffff,8,8,0.337,08:00–10:00,"AS Char Main Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b58fffff,8,9,0.373,08:00–10:00,"Bhashyam Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b593ffff,9,10,0.469,09:00–11:00,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
8960145b597ffff,9,10,0.576,09:00–11:00,"Alur Venkata Rao Road, TP Kailasam Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145b59bffff,9,9,0.386,09:00–11:00,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)"
8960145b5a3ffff,11,12,0.488,11:00–13:00,"Mysore Road, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145b5a7ffff,3,3,0.474,03:00–05:00,"Sirsi Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145b5abffff,7,8,0.667,07:00–09:00,"Binny Mill Main Road, Police Quarters Binny Mill, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b5afffff,3,4,1.0,03:00–05:00,"1st Main Road, ETA Mall, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b5b3ffff,6,7,0.727,06:00–08:00,"Alur Venkata Rao Road, Dr TCM Rayana Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145b5b7ffff,9,9,0.467,09:00–11:00,"Albert Victor Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145b5bbffff,7,8,0.472,07:00–09:00,"Dr TCM Royan Road, Jai Bheema Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b5c3ffff,9,9,0.409,09:00–11:00,"AS Char Main Road, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b5c7ffff,9,9,0.4,09:00–11:00,"AS Char Main Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)"
8960145b5cbffff,9,9,0.439,09:00–11:00,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b5cfffff,9,10,0.419,09:00–11:00,"Dharmambudi Kere Road, Upparpet Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b5d3ffff,9,9,0.434,09:00–11:00,"Jama Masjid Main Road, Ballapurpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
8960145b5d7ffff,9,10,0.48,09:00–11:00,"Avenue Road, Medarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
8960145b5dbffff,9,10,0.434,09:00–11:00,"Kempegowda Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
8960145b603ffff,10,11,0.543,10:00–12:00,"2nd Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)"
8960145b60bffff,9,10,0.684,09:00–11:00,"VP Deenadayalu Naidu Road, Rajappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
8960145b60fffff,9,10,0.449,09:00–11:00,"Jayamahal Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)"
8960145b613ffff,7,7,0.67,07:00–09:00,"1st Main Road, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)"
8960145b61bffff,10,11,0.444,10:00–12:00,"VP Deenadayalu Naidu Road, Living Walls Olde Town, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)"
8960145b627ffff,7,8,0.881,07:00–09:00,"Palace Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b62fffff,7,8,0.5,07:00–09:00,"Sankey Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)"
8960145b637ffff,9,10,0.658,09:00–11:00,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b64fffff,10,10,1.0,10:00–12:00,"JC Nagar Main Road, Hankappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
8960145b657ffff,6,7,1.0,06:00–08:00,"5th Cross Road, Marappa Garden, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)"
8960145b663ffff,7,8,0.66,07:00–09:00,"2nd Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
8960145b66bffff,8,9,0.698,08:00–10:00,"RT Nagar Main Road, Vasanth Enclave, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
8960145b66fffff,6,7,0.529,06:00–08:00,"Jayamahal Main Road, Vasanth Enclave, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
8960145b673ffff,8,9,0.401,08:00–10:00,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
8960145b67bffff,10,11,0.957,10:00–12:00,"JC Nagar Main Road, Hankappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
8960145b683ffff,6,7,1.0,06:00–08:00,"Railway Station Road, Railway Staff Quarter, Kaverappa Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b687ffff,8,8,0.684,08:00–10:00,"Thimmaiah Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b68bffff,8,9,0.625,08:00–10:00,"Millers Road, Nandi Durga Extension, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)"
8960145b68fffff,13,14,0.343,13:00–15:00,"Jayamahal Main Road, Joynagar, Jayamahal, Bengaluru, Karnataka. Pin-560006 (India)"
8960145b693ffff,2,18,0.294,02:00–04:00,"Broadway Road, Nayak Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
8960145b697ffff,10,10,0.313,10:00–12:00,"Queens Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
8960145b69bffff,7,8,0.602,07:00–09:00,"Millers Road, Aalco Layout, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)"
8960145b6a3ffff,7,8,0.582,07:00–09:00,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b6a7ffff,8,9,0.431,08:00–10:00,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b6abffff,5,6,0.571,05:00–07:00,"Palace Loop Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b6afffff,3,8,0.304,03:00–05:00,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b6b3ffff,8,8,0.446,08:00–10:00,"Millers Road, Kaverappa Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b6b7ffff,7,8,0.391,07:00–09:00,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b6bbffff,6,6,0.388,06:00–08:00,"Dr MV Jayaraman Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b6c7ffff,10,11,0.531,10:00–12:00,"VP Deenadayalu Naidu Road, Binny Crescent Apartments, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)"
8960145b6d3ffff,10,11,0.418,10:00–12:00,"Harris Road, Byadarahalli, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)"
8960145b6d7ffff,13,14,1.0,13:00–15:00,"Benson Cross Road, Binny Crescent Apartments, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)"
89601680c3bffff,11,12,1.0,11:00–13:00,"Unnamed Road, Darga Joghally, Dodballapur, Karnataka. Pin-561203 (India)"
89601690017ffff,9,10,0.833,09:00–11:00,"Kempegowda International Airport Road, Bavapura, Bengaluru, Karnataka. Pin-560300 (India)"
89601690033ffff,2,3,1.0,02:00–04:00,"Airport City Avenue, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
89601690037ffff,3,4,1.0,03:00–05:00,"Cargo Road, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
89601690083ffff,10,11,0.696,10:00–12:00,"Airport City Avenue, Bavapura, Bengaluru, Karnataka. Pin-560300 (India)"
89601690087ffff,9,10,0.667,09:00–11:00,"Airport City Avenue, Bavapura, Bengaluru, Karnataka. Pin-560300 (India)"
8960169008bffff,8,9,0.92,08:00–10:00,"Cargo Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)"
8960169008fffff,9,10,1.0,09:00–11:00,"Kempegowda International Airport Road, Bavapura, Bengaluru, Karnataka. Pin-560300 (India)"
89601690093ffff,4,5,1.0,04:00–06:00,"Airport City Avenue, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)"
896016900a3ffff,9,10,0.833,09:00–11:00,"Airport City Avenue, Bavapura, Bengaluru, Karnataka. Pin-560300 (India)"
896016900a7ffff,9,10,1.0,09:00–11:00,"Airport City Avenue, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
896016900abffff,15,16,0.8,15:00–17:00,"Cargo Road, Bavapura, Bengaluru, Karnataka. Pin-560300 (India)"
896016900afffff,9,10,0.769,09:00–11:00,"Kempegowda International Airport Road, Bavapura, Bengaluru, Karnataka. Pin-560300 (India)"
896016900d3ffff,8,9,0.714,08:00–10:00,"Cargo Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)"
896016900d7ffff,10,10,0.61,10:00–12:00,"Cargo Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)"
8960169010fffff,5,6,1.0,05:00–07:00,"Kempegowda International Airport Road, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
8960169011bffff,1,2,1.0,01:00–03:00,"Kempegowda International Airport Road, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
89601690143ffff,10,10,0.966,10:00–12:00,"Unnamed Road, Shreela Airview Enclave, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
8960169014fffff,3,4,1.0,03:00–05:00,"Unnamed Road, Shreela Airview Enclave, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
89601690153ffff,10,11,0.889,10:00–12:00,"Cargo Road, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
89601690157ffff,11,11,0.731,11:00–13:00,"Cargo Road, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
8960169018bffff,7,8,0.803,07:00–09:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
89601690193ffff,11,8,0.277,11:00–13:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
89601690197ffff,7,8,1.0,07:00–09:00,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)"
8960169019bffff,11,11,0.29,11:00–13:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
896016901bbffff,11,12,1.0,11:00–13:00,"1st Main Road, Swarna Nagar, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
896016901c3ffff,9,10,0.4,09:00–11:00,"Airport City Avenue, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
896016901c7ffff,13,10,0.421,13:00–15:00,"Airport City Avenue, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
896016901cbffff,13,14,1.0,13:00–15:00,"Airport City Avenue, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
896016901cfffff,10,10,0.729,10:00–12:00,"Kempegowda International Airport Road, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)"
896016901d7ffff,7,8,0.338,07:00–09:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
89601690267ffff,6,7,1.0,06:00–08:00,"Unnamed Road, GMC Aerosquare, Devanahalli, Bengaluru Rural District, Karnataka. Pin-562110 (India)"
8960169044fffff,12,13,0.857,12:00–14:00,"Kempegowda International Airport Road, Kempegowda International Airport Devanahalli, Bengaluru, Karnataka. Pin-560300 (India)"
89601690463ffff,8,9,0.682,08:00–10:00,"Terminal 1 Departure Road, Kempegowda International Airport Devanahalli, Bengaluru, Karnataka. Pin-560300 (India)"
